Fund Name,Dist (inc) / Accum,Main Currency,CUSIP,ISIN,Fund Family,Share,Net Expense Ratio,Morningstar Category,Asset Class,Sub Asset Class,Investment Area,Morningstar Rating overall,% Equity  USA ,% USA FI,Upload Date
EUROPEAN EQUITY ,Acc,US Dollar,L5528E157,LU0232465111,Alliance Bernstein, B,2.8,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,,2.67299,,9/4/2020
EUROPEAN EQUITY ,Acc,US Dollar,L5528E215,LU0232468057,Alliance Bernstein, C,2.32,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,,2.67299,,9/4/2020
EUROPEAN EQUITY ,Acc,US Dollar,L5528E181,LU0232465384,Alliance Bernstein, I,1.01,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,,2.67299,,9/4/2020
AMUNDI FUNDS EUROPEAN EQUITY VALUE,Acc,Euro,L0216N486,LU1883314244,Amundi Pioneer,A EUR,8.49,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,4,0,,9/4/2020
AMUNDI FUNDS EUROPEAN EQUITY VALUE,Acc,US Dollar,L0216N502,LU1883314756,Amundi Pioneer,A USD,8.48,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,4,0,,9/4/2020
AMUNDI FUNDS EUROPEAN EQUITY VALUE,Acc,Euro,L0216N528,LU1883314913,Amundi Pioneer,C EUR,3.31,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,3,0,,9/4/2020
AMUNDI FUNDS EUROPEAN EQUITY VALUE,Acc,US Dollar,L0216N536,LU1883315050,Amundi Pioneer,C USD,3.31,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,,0,,9/4/2020
AMUNDI FUNDS EUROPEAN EQUITY VALUE,Acc,US Dollar,L0216N585,LU1883315563,Amundi Pioneer,I2 USD,0.89,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,,0,,9/4/2020
BGF European Value Fund,Acc,US Dollar,L1R49E876,LU0827879411,Blackrock,Class D2,1.068,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,3,0,0.00051,9/4/2020
BGF European Value Fund,Acc,US Dollar,L1049G888,LU0213373748,Blackrock,Class C2,,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,3,0,0.00051,9/4/2020
BGF European Value Fund,Acc,US Dollar,L1049G862,LU0171281750,Blackrock,Class A2,,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,4,0,0.00051,9/4/2020
Franklin Mutual European Fund,Acc,US Dollar,L4058R274,LU0109981661,Franklin Templeton,A(acc)USD,1.84,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,3,0,,9/4/2020
Franklin Mutual European Fund,Acc,US Dollar,L4058R282,LU0109981828,Franklin Templeton,B(acc)USD,3.15,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,2,0,,9/4/2020
Franklin Mutual European Fund,Acc,US Dollar,L4058S520,LU0152906920,Franklin Templeton,C(acc)USD,2.42,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,3,0,,9/4/2020
Franklin Mutual European Fund,Acc,US Dollar,L4058R720,LU0128530259,Franklin Templeton,N(acc)USD,2.59,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,3,0,,9/4/2020
Templeton European Fund,Acc,US Dollar,L4058R597,LU0128523122,Franklin Templeton,A(acc)USD,1.84,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,,9.368,,9/4/2020
Templeton European Fund,Inc,US Dollar,L9025R182,LU0029868097,Franklin Templeton,A(Ydis)USD,1.84,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,,9.368,,9/4/2020
PIMCO RAE Fundamental Europe Fund,Acc,US Dollar,G7097D293,IE00BWVFXY26,PIMCO,E Class USD (Unhedged),1.3,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,,1.82246,,9/4/2020
PIMCO RAE Fundamental Europe Fund,Acc,US Dollar,G7097D319,IE00BWVFXX19,PIMCO,Institutional USD (Unhedged),0.45,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,4,1.82246,,9/4/2020
PIMCO RAE Fundamental Europe Fund,Acc,US Dollar,G7097D335,IE00BWVFXZ33,PIMCO,T Class USD (Unhedged),1.7,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,,1.82246,,9/4/2020
European Value,Acc,US Dollar,L81460617,LU1046231152,Schroders,A Acc USD,1.86,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,2,0,,9/4/2020
European Value,Acc,Euro,L8145T391,LU0161304786,Schroders,A1 Acc EUR,2.36,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,2,0,,9/4/2020
European Value,Acc,Euro,L8145T383,LU0161305593,Schroders,B (alt C) Acc EUR,2.46,EAA Fund Europe LargeCap Value Equity,Equity,Europe Equity Large Cap,Europe,2,0,,9/4/2020
AMUNDI FUNDS EUROPEAN EQUITY SMALL CAP,Acc,Euro,L0216N718,LU1883306497,Amundi Pioneer,A EUR,3.17,EAA Fund Europe MidCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,3,1.68997,,9/4/2020
AMUNDI FUNDS EUROPEAN EQUITY SMALL CAP,Acc,US Dollar,L0216N726,LU1883306570,Amundi Pioneer,A USD,3.19,EAA Fund Europe MidCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,3,1.68997,,9/4/2020
AMUNDI FUNDS EUROPEAN EQUITY SMALL CAP,Acc,US Dollar,L0216N759,LU1883306810,Amundi Pioneer,B USD,3.22,EAA Fund Europe MidCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,1,1.68997,,9/4/2020
AMUNDI FUNDS EUROPEAN EQUITY SMALL CAP,Acc,US Dollar,L0216N775,LU1883307032,Amundi Pioneer,C USD,3.26,EAA Fund Europe MidCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,1,1.68997,,9/4/2020
AMUNDI FUNDS EUROPEAN EQUITY SMALL CAP,Acc,US Dollar,L0216N833,LU1883307628,Amundi Pioneer,I2 USD,0.89,EAA Fund Europe MidCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,2,1.68997,,9/4/2020
EuroEntrepreneurs,Acc,Euro,L1506T258,LU1299304540,Carmignac Portfolio,A EUR Acc,2.26,EAA Fund Europe MidCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,4,10.22625,,9/4/2020
EuroEntrepreneurs,Acc,Euro,L1506T266,LU1299304896,Carmignac Portfolio,E EUR Acc,3.37,EAA Fund Europe MidCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,3,10.22625,,9/4/2020
EuroEntrepreneurs,Acc,Euro,L1455N450,LU0992625326,Carmignac Portfolio,F EUR Acc,1.79,EAA Fund Europe MidCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,3,10.22625,,9/4/2020
OSTRUM EUROPE SMALLER COMPANIES FUND ,Acc,US Dollar,L67040219 ,LU1272194355,Natixis  Loomis Sayles,R/A (USD),,EAA Fund Europe MidCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,,3.57886,,9/4/2020
OSTRUM EUROPE SMALLER COMPANIES FUND ,Acc,US Dollar,L67040227 ,LU1272194439 ,Natixis  Loomis Sayles,I/A (USD),,EAA Fund Europe MidCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,,3.57886,,9/4/2020
Franklin European Small Mid Cap Growth Fund,Acc,US Dollar,L4058Y378,LU0260871552,Franklin Templeton,A(acc)USD,1.83,EAA Fund Europe SmallCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,2,4.55819,,9/4/2020
Pan European Smaller Companies Fund Class A2 Acc,Acc,Euro,L4732J219,LU0046217351,Janus Henderson Horizon & Gartmore,A2 ,1.87,EAA Fund Europe SmallCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,3,0,,9/4/2020
PictetSmall Cap EuropeI EUR,Acc,Euro,L7598T338,LU0131724808,PICTET (ONLY FOR ADVISORY ACCTS),I EUR,1.11,EAA Fund Europe SmallCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,3,1.92535,,9/4/2020
PictetSmall Cap EuropeI GBP,Acc,"United Kingdom, Pounds",L76013389,LU0990124041,PICTET (ONLY FOR ADVISORY ACCTS),I GBP,1.11,EAA Fund Europe SmallCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,3,1.92535,,9/4/2020
PictetSmall Cap EuropeP dy EUR,Inc,Euro,L7598T684,LU0208607746,PICTET (ONLY FOR ADVISORY ACCTS),P dy EUR,1.91,EAA Fund Europe SmallCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,3,1.92535,,9/4/2020
PictetSmall Cap EuropeP EUR,Acc,Euro,L7598T346,LU0130732364,PICTET (ONLY FOR ADVISORY ACCTS),P EUR,1.91,EAA Fund Europe SmallCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,3,1.92535,,9/4/2020
PictetSmall Cap EuropeR EUR,Acc,Euro,L7598T320,LU0131725367,PICTET (ONLY FOR ADVISORY ACCTS),R EUR,2.61,EAA Fund Europe SmallCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,2,1.92535,,9/4/2020
European Smaller Companies,Acc,US Dollar,L81462514,LU0251572656,Schroders,A1 Acc USD,2.36,EAA Fund Europe SmallCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,2,2.91802,,9/4/2020
European Smaller Companies,Inc,Euro,L8145P670,LU0057074394,Schroders,B (alt C) Dis EUR,2.46,EAA Fund Europe SmallCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,2,2.91802,,9/4/2020
European Smaller Companies,Acc,Euro,L8146A466,LU0106238552,Schroders,C (inst) Acc EUR,1.31,EAA Fund Europe SmallCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,2,2.91802,,9/4/2020
European Smaller Companies,Inc,Euro,L8145R379,LU0062904858,Schroders,C (inst) Dis EUR,1.31,EAA Fund Europe SmallCap Equity,Equity,Europe Equity Mid/Small Cap,Europe,2,2.91802,,9/4/2020
EUROZONE EQUITY ,Acc,US Dollar,L00215662,LU0232529379,Alliance Bernstein, AX,1.77,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,,3.24293,,9/4/2020
EUROZONE EQUITY ,Acc,US Dollar,L5528N736,LU0528102998,Alliance Bernstein, A,1.83,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,3.24293,,9/4/2020
EUROZONE EQUITY ,Acc,US Dollar,L00215670,LU0232529536,Alliance Bernstein, BX,2.77,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,,3.24293,,9/4/2020
EUROZONE EQUITY ,Acc,US Dollar,L5528N744,LU0528103376,Alliance Bernstein, B,2.8,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,,3.24293,,9/4/2020
EUROZONE EQUITY ,Acc,US Dollar,L00215738,LU0232575562,Alliance Bernstein, CX,2.22,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,,3.24293,,9/4/2020
EUROZONE EQUITY ,Acc,US Dollar,L5528N751,LU0528103616,Alliance Bernstein, C,2.28,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,3.24293,,9/4/2020
EUROZONE EQUITY ,Acc,US Dollar,L00215712,LU0232529619,Alliance Bernstein, IX,0.97,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,,3.24293,,9/4/2020
EUROZONE EQUITY ,Acc,US Dollar,L5528N769,LU0528103962,Alliance Bernstein, I,1.03,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,5,3.24293,,9/4/2020
ALLIANZ BEST STYLES EUROLAND EQUITY  AT  EURO*,Acc,Euro,L016BP469,LU0178439310,Allianz,AT,1.3,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,3,0.2454,,9/4/2020
ALLIANZ EUROLAND EQUITY GROWTH  AT  EURO*,Acc,Euro,L0169J623,LU0256840447,Allianz,AT,1.8,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,5,1.95929,,9/4/2020
ALLIANZ EUROLAND EQUITY GROWTH  CT  EURO*,Acc,Euro,L0169J706,LU0256840793,Allianz,CT,2.55,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,5,1.95929,,9/4/2020
AMUNDI FUNDS EUROLAND EQUITY,Acc,US Dollar,L0216L761,LU1883303809,Amundi Pioneer,A USD,2.63,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,2.77379,0.03594,9/4/2020
AMUNDI FUNDS EUROLAND EQUITY,Inc,US Dollar,L0216L753,LU1883303981,Amundi Pioneer,A USD AD,2.64,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,2.77379,0.03594,9/4/2020
AMUNDI FUNDS EUROLAND EQUITY,Acc,US Dollar,L0216L787,LU1883304104,Amundi Pioneer,B USD,3.24,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,3,2.77379,0.03594,9/4/2020
AMUNDI FUNDS EUROLAND EQUITY,Acc,Euro,L0216L795,LU1883304286,Amundi Pioneer,C EUR,3.29,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,3,2.77379,0.03594,9/4/2020
AMUNDI FUNDS EUROLAND EQUITY,Acc,US Dollar,L0216L803,LU1883304369,Amundi Pioneer,C USD,3.29,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,3,2.77379,0.03594,9/4/2020
AMUNDI FUNDS EUROLAND EQUITY,Acc,US Dollar,L0216L860,LU1883305093,Amundi Pioneer,I2 USD,0.75,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,2.77379,0.03594,9/4/2020
BGF EuroMarkets Fund,Acc,US Dollar,L1049G375,LU0331283555,Blackrock,Class C2,,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,3,0,0.00056,9/4/2020
BGF EuroMarkets Fund,Acc,US Dollar,L1049G359,LU0171277485,Blackrock,Class A2,,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,0,0.00056,9/4/2020
BGF EuroMarkets Fund,Acc,US Dollar,L1R49E827,LU0827878280,Blackrock,Class D2,1.071,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,0,0.00056,9/4/2020
Templeton Euroland Fund,Acc,US Dollar,L4059A270,LU0260866479,Franklin Templeton,B(acc)USD,3.15,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,2,2.27631,,9/4/2020
Euroland Fund Class A2  Acc,Acc,Euro,L4732J128,LU0011889846,Janus Henderson Horizon & Gartmore,A2 ,1.88,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,0,,9/4/2020
Euroland Fund Class A2  Acc (USD Unhedged),Acc,US Dollar,L4732P454,LU1626188228,Janus Henderson Horizon & Gartmore,A2 ,1.88,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,,0,,9/4/2020
Euroland Fund Class I2  Acc (USD Unhedged),Acc,US Dollar,L4732P462,LU1626188814,Janus Henderson Horizon & Gartmore,I2 ,1,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,,0,,9/4/2020
Euroland Fund Class X2  Acc,Acc,Euro,L4735P147,LU0247695934,Janus Henderson Horizon & Gartmore,X2 ,2.48,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,0,,9/4/2020
Eurozone Equity Alpha Fund,Acc,Euro,L6522V765,LU0109967595,Morgan Stanley,I,0.94,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,3,0,,9/4/2020
Eurozone Equity Alpha Fund,Acc,Euro,L6522V781,LU0109967165,Morgan Stanley,A,1.64,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,3,0,,9/4/2020
Eurozone Equity Alpha Fund,Acc,Euro,L65234152,LU0360482128,Morgan Stanley,Z,0.9,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,0,,9/4/2020
NN (L) Euro High Dividend  I Cap EUR,Acc,Euro,L5121W463,LU0191250090,NN/ Voya,I,0.83,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,1.27697,,9/4/2020
NN (L) Euro High Dividend  P Cap EUR,Acc,Euro,L5121X214,LU0127786431,NN/ Voya,P,1.82,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,3,1.27697,,9/4/2020
NN (L) Euro High Dividend  P Cap USD,Acc,US Dollar,L51227574,LU0430558014,NN/ Voya,P,1.81,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,3,1.27697,,9/4/2020
NN (L) Euro High Dividend  X Cap EUR,Acc,Euro,L5121X222,LU0127786860,NN/ Voya,X,2.32,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,3,1.27697,,9/4/2020
PictetEuroland IndexIS EUR,Acc,Euro,L7598Q540,LU0255980830,PICTET (ONLY FOR ADVISORY ACCTS),IS EUR,0.29,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,1.65069,,9/4/2020
PictetEuroland IndexP dy EUR,Inc,Euro,L7598Q565,LU0255981051,PICTET (ONLY FOR ADVISORY ACCTS),P dy EUR,0.44,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,1.65069,,9/4/2020
PictetEuroland IndexP EUR,Acc,Euro,L7598Q557,LU0255980913,PICTET (ONLY FOR ADVISORY ACCTS),P EUR,0.44,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,1.65069,,9/4/2020
PictetEuroland IndexR EUR,Acc,Euro,L7598Q573,LU0255981135,PICTET (ONLY FOR ADVISORY ACCTS),R EUR,0.74,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,3,1.65069,,9/4/2020
EURO Equity,Acc,Euro,L8146B498,LU0133706308,Schroders,A1 Acc EUR,2.35,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,3,0,,9/4/2020
EURO Equity,Acc,US Dollar,L8145U117,LU0150928074,Schroders,A1 Acc USD,2.35,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,3,0,,9/4/2020
EURO Equity,Acc,Euro,L8146A250,LU0106235459,Schroders,C (inst) Acc EUR,1.04,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,0,,9/4/2020
Vanguard Eurozone Stock Index Fund USD Institutional Shares ,Acc,US Dollar,G93186313,IE00B02JYG83,Vanguard Mutual Funds,I,,EAA Fund Eurozone LargeCap Equity,Equity,Europe Equity Large Cap,Euroland,4,1.04167,,9/4/2020
AMUNDI FUNDS EUROLAND EQUITY SMALL CAP,Acc,US Dollar,L0216G481,LU1049754705,Amundi Pioneer,A USD,2.27,EAA Fund Eurozone MidCap Equity,Equity,Europe Equity Mid/Small Cap,Euroland,,0,0.12389,9/4/2020
AMUNDI FUNDS EUROLAND EQUITY SMALL CAP,Acc,Euro,L0219N178,LU0568607542,Amundi Pioneer,F2 EUR,3.55,EAA Fund Eurozone MidCap Equity,Equity,Europe Equity Mid/Small Cap,Euroland,2,0,0.12389,9/4/2020
AMUNDI FUNDS EUROLAND EQUITY SMALL CAP,Acc,US Dollar,L0216J543,LU1103155385,Amundi Pioneer,F2 USD,3.55,EAA Fund Eurozone MidCap Equity,Equity,Europe Equity Mid/Small Cap,Euroland,,0,0.12389,9/4/2020
AMUNDI FUNDS EUROLAND EQUITY SMALL CAP,Acc,US Dollar,L0216J535,LU1103155112,Amundi Pioneer,G USD,2.57,EAA Fund Eurozone MidCap Equity,Equity,Europe Equity Mid/Small Cap,Euroland,,0,0.12389,9/4/2020
AMUNDI FUNDS EUROLAND EQUITY SMALL CAP,Acc,US Dollar,L0216J519,LU1103154818,Amundi Pioneer,I USD,1.17,EAA Fund Eurozone MidCap Equity,Equity,Europe Equity Mid/Small Cap,Euroland,3,0,0.12389,9/4/2020
BNY Mellon Small Cap Euroland Fund,Acc,US Dollar,G1R067159,IE0003867557,BNY Mellon,USD A,2.17,EAA Fund Eurozone MidCap Equity,Equity,Europe Equity Mid/Small Cap,Euroland,4,,,9/4/2020
BNY Mellon Small Cap Euroland Fund,Acc,US Dollar,G1206B140,IE0003872318,BNY Mellon,USD C,1.18,EAA Fund Eurozone MidCap Equity,Equity,Europe Equity Mid/Small Cap,Euroland,3,,,9/4/2020
Global Strategic Managed,Inc,"United Kingdom, Pounds",L5447Q158,LU0430080647,Investec,F,2.21,EAA Fund GBP Moderate Allocation,Allocation,Moderate Allocation,Global,1,,,9/4/2020
Diversified Income,Acc,"United Kingdom, Pounds",L6366J407,LU1164708023,MFS ,IH1,0.93,EAA Fund GBP Moderate Allocation,Allocation,Moderate Allocation,Global,,28.82528,37.78133,9/4/2020
Diversified Income,Acc,"United Kingdom, Pounds",L6366H609,LU1130815035,MFS ,WH1,1.03,EAA Fund GBP Moderate Allocation,Allocation,Moderate Allocation,Global,3,28.82528,37.78133,9/4/2020
Diversified Income,Inc,"United Kingdom, Pounds",L6366H591,LU1099987536,MFS ,WH2,1.03,EAA Fund GBP Moderate Allocation,Allocation,Moderate Allocation,Global,,28.82528,37.78133,9/4/2020
Diversified Income,Inc,"United Kingdom, Pounds",L6366W853,LU1280191039,MFS ,WH3,1.03,EAA Fund GBP Moderate Allocation,Allocation,Moderate Allocation,Global,,28.82528,37.78133,9/4/2020
Global Total Return,Acc,"United Kingdom, Pounds",L6366J332,LU1164708536,MFS ,IH1,0.9,EAA Fund GBP Moderate Allocation,Allocation,Moderate Allocation,Global,2,29.10479,16.10575,9/4/2020
Global Total Return,Acc,"United Kingdom, Pounds",L6365X456,LU0925731761,MFS ,WH1,1.19,EAA Fund GBP Moderate Allocation,Allocation,Moderate Allocation,Global,2,29.10479,16.10575,9/4/2020
Global Total Return,Inc,"United Kingdom, Pounds",L6366J522,LU1280188324,MFS ,WH2,1.25,EAA Fund GBP Moderate Allocation,Allocation,Moderate Allocation,Global,,29.10479,16.10575,9/4/2020
Global Total Return,Inc,"United Kingdom, Pounds",L6366J506,LU1280188167,MFS ,WH3,1.25,EAA Fund GBP Moderate Allocation,Allocation,Moderate Allocation,Global,3,29.10479,16.10575,9/4/2020
Prudent Capital,Acc,"United Kingdom, Pounds",L6366X331,LU1442550460,MFS ,IH1,0.9,EAA Fund GBP Moderately Adventurous Allocation,Allocation,Aggressive Allocation,Global,5,10.99892,27.30626,9/4/2020
Prudent Capital,Acc,"United Kingdom, Pounds",L6366X265,LU1442549702,MFS ,WH1,1,EAA Fund GBP Moderately Adventurous Allocation,Allocation,Aggressive Allocation,Global,5,10.99892,27.30626,9/4/2020
Prudent Wealth,Acc,"United Kingdom, Pounds",L6367C195,LU0583244008,MFS ,WH1,1.29,EAA Fund GBP Moderately Adventurous Allocation,Allocation,Aggressive Allocation,Global,4,7.125,17.73129,9/4/2020
PictetMulti Asset Global OpportunitiesHI GBP,Acc,"United Kingdom, Pounds",L7601X334,LU1368233885,PICTET (ONLY FOR ADVISORY ACCTS),HI GBP,0.78,EAA Fund GBP Moderately Cautious Allocation,Allocation,Cautious Allocation,Global,3,12.55999,3.80399,9/4/2020
PictetMulti Asset Global OpportunitiesHP dy GBP,Inc,"United Kingdom, Pounds",L7601X383,LU1368234263,PICTET (ONLY FOR ADVISORY ACCTS),HP dy GBP,1.25,EAA Fund GBP Moderately Cautious Allocation,Allocation,Cautious Allocation,Global,3,12.55999,3.80399,9/4/2020
PictetMulti Asset Global OpportunitiesHP GBP,Acc,"United Kingdom, Pounds",L7601X367,LU1368234008,PICTET (ONLY FOR ADVISORY ACCTS),HP GBP,1.25,EAA Fund GBP Moderately Cautious Allocation,Allocation,Cautious Allocation,Global,3,12.55999,3.80399,9/4/2020
Global MultiAsset Income,Inc,"United Kingdom, Pounds",L81460831,LU0910996080,Schroders,A Dis GBPhdg,1.54,EAA Fund GBP Moderately Cautious Allocation,Allocation,Cautious Allocation,Global,1,13.2852,34.7929,9/4/2020
Sterling Money,Acc,"United Kingdom, Pounds",L5447N304,LU0345759160,Investec,A,0.35,EAA Fund GBP Money Market  Short Term,Money Market,Sterling Money Market,United Kingdom,,,,9/4/2020
ALLIANZ GERMAN EQUITY  AT  EURO*,Acc,Euro,L016AF694,LU0840617350,Allianz,AT,1.8,EAA Fund Germany Equity,Equity,Europe Equity Large Cap,Germany,4,,,9/4/2020
Aberdeen Standard SICAV I  World Government Bond Fund,Acc,US Dollar,L0188A462,LU0963865323,Aberdeen Standard,A Acc USD,1.2,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,27.14154,9/4/2020
Aberdeen Standard SICAV I  World Government Bond Fund,Acc,US Dollar,L0188A470,LU0963897953,Aberdeen Standard,I Acc USD,0.66,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,27.14154,9/4/2020
ALLIANZ GLOBAL OPPTUNISTIC BOND  AMg USD*,Inc,US Dollar,L016CP559,LU1516272009,Allianz,AMg,1.14,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,48.49396,9/4/2020
AMUNDI FUNDS GLOBAL BOND,Acc,US Dollar,L2019J787,LU0119133188,Amundi Pioneer,A USD,1.97,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,,9/4/2020
AMUNDI FUNDS GLOBAL BOND,Acc,US Dollar,L02195482,LU0557862165,Amundi Pioneer,F2 USD,2.39,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,,9/4/2020
AMUNDI FUNDS GLOBAL BOND,Acc,US Dollar,L2019J753,LU0119133931,Amundi Pioneer,G USD,2.19,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,,9/4/2020
AMUNDI FUNDS GLOBAL BOND,Acc,US Dollar,L2019L618,LU0119131489,Amundi Pioneer,I USD,1.4,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,,9/4/2020
iShares Global Government Bond Index Fund (LU),Acc,US Dollar,L1050J466,LU0836513852,Blackrock,Class A2,0.525,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,41.38022,9/4/2020
BNY Mellon Global Bond Fund,Acc,US Dollar,G1206B421,IE0003924739,BNY Mellon,USD A,1.15,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,,9/4/2020
BNY Mellon Global Bond Fund,Acc,US Dollar,G1206B702,IE0003932492,BNY Mellon,USD C,0.65,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,,9/4/2020
BNY Mellon Global Bond Fund,Inc,US Dollar,G1R05Y599,IE00B62F0371,BNY Mellon,USD C (Inc.),0.65,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,,9/4/2020
Unconstrained Global Bond,Acc,Euro,L1455N161,LU0336083497,Carmignac Portfolio,A EUR Acc,1.83,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,6.70814,9/4/2020
