Fund Name,Dist (inc) / Accum,Main Currency,CUSIP,ISIN,Fund Family,Share,Net Expense Ratio,Morningstar Category,Asset Class,Sub Asset Class,Investment Area,Morningstar Rating overall,% Equity  USA ,% USA FI,Upload Date
GLOBAL VALUE ,Acc,US Dollar,L5528E108,LU0124673897,Alliance Bernstein, A,1.85,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,3,54.33293,,9/4/2020
GLOBAL VALUE ,Acc,US Dollar,L5528E116,LU0124674275,Alliance Bernstein, B,2.86,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,54.33293,,9/4/2020
GLOBAL VALUE ,Acc,US Dollar,L5528E199,LU0129372966,Alliance Bernstein, C,2.31,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,54.33293,,9/4/2020
GLOBAL VALUE ,Acc,US Dollar,L5528E165,LU0128316923,Alliance Bernstein, I,1.05,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,3,54.33293,,9/4/2020
Franklin Mutual Global Discovery Fund,Acc,US Dollar,L4058X107,LU0211331839,Franklin Templeton,A(acc)USD,1.84,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,3,52.89161,1.00526,9/4/2020
Franklin Mutual Global Discovery Fund,Acc,US Dollar,L4058X115,LU0211332134,Franklin Templeton,B(acc)USD,3.14,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,52.89161,1.00526,9/4/2020
Franklin Mutual Global Discovery Fund,Acc,US Dollar,L4058X461,LU0229945067,Franklin Templeton,C(acc)USD,2.42,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,52.89161,1.00526,9/4/2020
Franklin Mutual Global Discovery Fund,Acc,US Dollar,L4058X164,LU0211332217,Franklin Templeton,N(acc)USD,2.59,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,52.89161,1.00526,9/4/2020
Templeton Global Fund 10,Acc,US Dollar,L4058R621,LU0128525929,Franklin Templeton,A(acc)USD,1.83,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,21.78704,0,9/4/2020
Templeton Global Fund 10,Inc,US Dollar,L9025R109,LU0029864427,Franklin Templeton,A(Ydis)USD,1.83,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,21.78704,0,9/4/2020
Templeton Global Fund 10,Acc,US Dollar,L9052N229,LU0098868002,Franklin Templeton,B(acc)USD,3.15,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,1,21.78704,0,9/4/2020
Templeton Global Fund 10,Acc,US Dollar,L4058S579,LU0152908116,Franklin Templeton,C(acc)USD,2.41,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,21.78704,0,9/4/2020
Templeton Global Fund 10,Acc,US Dollar,L4058R126,LU0109401686,Franklin Templeton,N(acc)USD,2.58,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,21.78704,0,9/4/2020
Templeton Growth (Euro) Fund,Acc,US Dollar,L40590124,LU0327757729,Franklin Templeton,A(acc)USD,1.83,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,24.7902,,9/4/2020
Templeton Growth (Euro) Fund,Inc,US Dollar,L4058U772,LU0269666987,Franklin Templeton,A(Ydis)USD,1.83,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,24.7902,,9/4/2020
NEUBERGER BERMAN SYSTEMATIC GLOBAL EQUITY FUND CLASS A (USD)(ACC)  ,Acc,US Dollar,G64392189,IE00BSNM7G36,NEUBERGER BERMAN OFFSHORE,Y,3.07,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,5,56.80262,,9/4/2020
NEUBERGER BERMAN SYSTEMATIC GLOBAL EQUITY FUND CLASS I (ACC) (USD) (OFFSHORE) ,Acc,US Dollar,G6431E223,IE00BSNM7J66,NEUBERGER BERMAN OFFSHORE,S,2.21,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,4,56.80262,,9/4/2020
PIMCO RAE Fundamental Global Developed Fund,Acc,US Dollar,G7097D202,IE00BWX49M76,PIMCO,Institutional USD ,0.5,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,4,46.61119,,9/4/2020
PIMCO RAE Fundamental Global Developed Fund,Acc,US Dollar,G7097D228,IE00BWVFXV94,PIMCO,T Class USD ,1.75,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,,46.61119,,9/4/2020
PIMCO RAE Fundamental Global Developed Fund,Acc,US Dollar,G7097D210,IE00BWX49P08,PIMCO,E Class USD ,1.35,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,3,46.61119,,9/4/2020
PIMCO RAE Fundamental PLUS Global Developed Fund,Acc,US Dollar,G7S047215,IE00BR17KL93,PIMCO,E Class,2.25,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,,103.84043,45.55409,9/4/2020
PIMCO RAE Fundamental PLUS Global Developed Fund,Acc,US Dollar,G7098H178,IE00BCZXQK94,PIMCO,Institutional USD ,0.95,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,,103.84043,45.55409,9/4/2020
QEP Global Active Value  ,Acc,Euro,L8146F465,LU0248173188,Schroders,A1 Acc EUR,2.35,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,38.06945,,9/4/2020
QEP Global Active Value  ,Acc,US Dollar,L8145V263,LU0203346738,Schroders,A1 Acc USD,2.35,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,38.06945,,9/4/2020
QEP Global Active Value  ,Acc,US Dollar,L8145V255,LU0203346142,Schroders,B (alt C) Acc USD,2.21,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,38.06945,,9/4/2020
QEP Global Active Value  ,Acc,US Dollar,L8145V289,LU0203346498,Schroders,C (inst) Acc USD,0.94,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,3,38.06945,,9/4/2020
QEP Global Value Plus,Acc,US Dollar,L8145X673,LU1019481297,Schroders,A Acc USD,2.17,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,35.99608,,9/4/2020
QEP Global Value Plus,Acc,US Dollar,L8145X699,LU1019481453,Schroders,C Acc USD,1.11,EAA Fund Global LargeCap Value Equity,Equity,Global Equity Large Cap,Global,2,35.99608,,9/4/2020
AXA ROSENBERG GLOBAL SMALLCAP ALPHA FUND ,Acc,US Dollar,G0690A 105,IE0008366928,AXA FUNDS,A,0.91,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,3,,,9/4/2020
AXA ROSENBERG GLOBAL SMALLCAP ALPHA FUND ,Acc,US Dollar,G0690A 113,IE0004324657,AXA FUNDS,B,1.61,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,2,,,9/4/2020
AXA WF FRAMLINGTON GLOBAL SMALLCAP FUND ,Acc,US Dollar,L0427M 541,LU0868490201,AXA FUNDS,A,2,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,3,40.56735,,9/4/2020
AXA WF FRAMLINGTON GLOBAL SMALLCAP FUND ,Acc,US Dollar,L0427M 558,LU0868491274,AXA FUNDS,F,1.15,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,4,40.56735,,9/4/2020
AXA WF FRAMLINGTON GLOBAL SMALLCAP FUND INSTITUTIONAL CLASS,Acc,US Dollar,L0427M 566,LU0868753491,AXA FUNDS,I,0.86,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,4,40.56735,,9/4/2020
BGF Global SmallCap Fund,Acc,US Dollar,L1049J379,LU0054578231,Blackrock,Class A2,1.837,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,3,48.28564,,9/4/2020
BGF Global SmallCap Fund,Acc,US Dollar,L1049J395,LU0147403330,Blackrock,Class C2,3.087,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,1,48.28564,,9/4/2020
Franklin Global Small Mid Cap Growth Fund,Acc,US Dollar,L4058S355,LU0144644332,Franklin Templeton,A(acc)USD,1.85,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,1,28.02135,,9/4/2020
Franklin Global Small Mid Cap Growth Fund,Acc,US Dollar,L4058S421,LU0144648085,Franklin Templeton,N(acc)USD,2.6,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,1,28.02135,,9/4/2020
Templeton Global Smaller Companies Fund,Acc,US Dollar,L4058R647,LU0128526141,Franklin Templeton,A(acc)USD,1.86,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,2,35.98525,,9/4/2020
Templeton Global Smaller Companies Fund,Inc,US Dollar,L9025R125,LU0029874061,Franklin Templeton,A(Ydis)USD,1.85,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,2,35.98525,,9/4/2020
Templeton Global Smaller Companies Fund,Acc,US Dollar,L4059A213,LU0260865745,Franklin Templeton,B(acc)USD,3.16,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,1,35.98525,,9/4/2020
Templeton Global Smaller Companies Fund,Acc,US Dollar,L4058U517,LU0109401926,Franklin Templeton,N(acc)USD,2.6,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,2,35.98525,,9/4/2020
Invesco Developed Small and MidCap Equity Fund,Acc,US Dollar,L5444J280 ,LU0607512778,Invesco,A,2.01,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,2,36.44338,,9/4/2020
Invesco Developed Small and MidCap Equity Fund,Acc,US Dollar,L5444J298,LU0607512851,Invesco,C,1.26,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,2,36.44338,,9/4/2020
Invesco Developed Small and MidCap Equity Fund ,Acc,US Dollar,L5444J 330,LU0607513073,Invesco,R,2.71,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,2,36.44338,,9/4/2020
Invesco Global Small Cap Equity Fund,Inc,US Dollar,,LU1775975201,Invesco,A,,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,3,36.72347,,9/4/2020
Global Smaller Companies,Acc,US Dollar,L8145Y762,LU0240878594,Schroders,A1 Acc USD,2.43,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,3,55.83224,,9/4/2020
Global Smaller Companies,Acc,US Dollar,L8145Y788,LU0240878081,Schroders,B (alt C) Acc USD,2.47,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,3,55.83224,,9/4/2020
Global Smaller Companies,Acc,US Dollar,L8145Y770,LU0240878321,Schroders,C (inst) Acc USD,1.32,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,3,55.83224,,9/4/2020
Vanguard Global SmallCap Index Fund Institutional USD Shares ,Acc,US Dollar,G9318S554,IE00B42LF923,Vanguard Mutual Funds,I,0.38,EAA Fund Global SmallCap Equity,Equity,Global Equity Mid/Small Cap,Global,4,56.64954,,9/4/2020
Invesco Greater China Equity Fund ,Acc,US Dollar,L5443M219 ,LU0048816135,Invesco,A,1.98,EAA Fund Greater China Equity,Equity,Greater China Equity,China (Greater),4,0,,9/4/2020
Invesco Greater China Equity Fund ,Acc,US Dollar,L5443C 492,LU0100600369,Invesco,C,1.38,EAA Fund Greater China Equity,Equity,Greater China Equity,China (Greater),4,0,,9/4/2020
Invesco Greater China Equity Fund ,Acc,US Dollar,L5444J 116,LU0607520953,Invesco,R,2.68,EAA Fund Greater China Equity,Equity,Greater China Equity,China (Greater),3,0,,9/4/2020
JPM Greater China A (acc)  USD,Acc,US Dollar,L57810555,LU0210526801,JP Morgan Asset Management,A,1.78,EAA Fund Greater China Equity,Equity,Greater China Equity,China (Greater),4,2.64593,0.57293,9/4/2020
JPM Greater China C (acc)  USD,Acc,US Dollar,L57810563,LU0129484258,JP Morgan Asset Management,C,0.95,EAA Fund Greater China Equity,Equity,Greater China Equity,China (Greater),5,2.64593,0.57293,9/4/2020
JPM Greater China D (acc)  USD,Acc,US Dollar,L57810522,LU0117841949,JP Morgan Asset Management,D,2.79,EAA Fund Greater China Equity,Equity,Greater China Equity,China (Greater),3,2.64593,0.57293,9/4/2020
PictetGreater ChinaI USD,Acc,US Dollar,L757A3674,LU0168448610,PICTET (ONLY FOR ADVISORY ACCTS),I USD,1.04,EAA Fund Greater China Equity,Equity,Greater China Equity,China (Greater),4,0,,9/4/2020
PictetGreater ChinaP dy USD,Inc,US Dollar,L7598P542,LU0208612407,PICTET (ONLY FOR ADVISORY ACCTS),P dy USD,1.74,EAA Fund Greater China Equity,Equity,Greater China Equity,China (Greater),3,0,,9/4/2020
PictetGreater ChinaP USD,Acc,US Dollar,L7598P237,LU0168449691,PICTET (ONLY FOR ADVISORY ACCTS),P USD,1.74,EAA Fund Greater China Equity,Equity,Greater China Equity,China (Greater),3,0,,9/4/2020
PictetGreater ChinaR USD,Acc,US Dollar,L7598P245,LU0168450194,PICTET (ONLY FOR ADVISORY ACCTS),R USD,2.34,EAA Fund Greater China Equity,Equity,Greater China Equity,China (Greater),3,0,,9/4/2020
Greater China,Acc,US Dollar,L8145T458,LU0140636845,Schroders,A Acc USD,1.86,EAA Fund Greater China Equity,Equity,Greater China Equity,China (Greater),4,0.93979,,9/4/2020
Greater China,Acc,US Dollar,L8145U455,LU0161616080,Schroders,A1 Acc USD,2.36,EAA Fund Greater China Equity,Equity,Greater China Equity,China (Greater),4,0.93979,,9/4/2020
Greater China,Acc,US Dollar,L8145T474,LU0140636928,Schroders,B (alt C) Acc USD,2.46,EAA Fund Greater China Equity,Equity,Greater China Equity,China (Greater),4,0.93979,,9/4/2020
Greater China,Acc,US Dollar,L8145T466,LU0140637140,Schroders,C (inst) Acc USD,1.31,EAA Fund Greater China Equity,Equity,Greater China Equity,China (Greater),4,0.93979,,9/4/2020
Aberdeen Standard SICAV I  Chinese Equity Fund,Acc,US Dollar,L0020H444,LU0231483743,Aberdeen Standard,A Acc USD,1.98,EAA Fund Hong Kong Equity,Equity,Greater China Equity,Hong Kong,4,2.87077,,9/4/2020
Aberdeen Standard SICAV I  Chinese Equity Fund,Acc,US Dollar,L0020H394,LU0231484121,Aberdeen Standard,I Acc USD,1.19,EAA Fund Hong Kong Equity,Equity,Greater China Equity,Hong Kong,5,2.87077,,9/4/2020
Hong Kong Equity,Acc,Hong Kong Dollar,L8145T292,LU0149534421,Schroders,A Acc HKD,1.89,EAA Fund Hong Kong Equity,Equity,Greater China Equity,Hong Kong,5,3.46557,,9/4/2020
Hong Kong Equity,Acc,Hong Kong Dollar,L8145T300,LU0149537283,Schroders,A1 Acc HKD,2.38,EAA Fund Hong Kong Equity,Equity,Greater China Equity,Hong Kong,4,3.46557,,9/4/2020
Hong Kong Equity,Acc,US Dollar,L81461508,LU0555809101,Schroders,A1 Acc USD,2.38,EAA Fund Hong Kong Equity,Equity,Greater China Equity,Hong Kong,3,3.46557,,9/4/2020
Aberdeen Standard SICAV I  Indian Equity Fund,Acc,US Dollar,L0020H642,LU0231490524,Aberdeen Standard,A Acc USD,1.89,EAA Fund India Equity,Equity,India Equity,India,4,0,,9/4/2020
Aberdeen Standard SICAV I  Indian Equity Fund,Acc,US Dollar,L0020H634,LU0231490953,Aberdeen Standard,I Acc USD,1.1,EAA Fund India Equity,Equity,India Equity,India,4,0,,9/4/2020
INDIA GROWTH ,Acc,US Dollar,L5073X105,LU0047987325,Alliance Bernstein, AX,2.14,EAA Fund India Equity,Equity,India Equity,India,2,0,,9/4/2020
INDIA GROWTH ,Acc,US Dollar,L5073X204,LU0430678424,Alliance Bernstein, A,2.38,EAA Fund India Equity,Equity,India Equity,India,2,0,,9/4/2020
INDIA GROWTH ,Acc,US Dollar,L5073X113,LU0048215999,Alliance Bernstein, BX,3.16,EAA Fund India Equity,Equity,India Equity,India,1,0,,9/4/2020
INDIA GROWTH ,Acc,US Dollar,L5073X303,LU0430678770,Alliance Bernstein, B,3.34,EAA Fund India Equity,Equity,India Equity,India,1,0,,9/4/2020
INDIA GROWTH ,Acc,US Dollar,L5073X402,LU0430679075,Alliance Bernstein, C,2.55,EAA Fund India Equity,Equity,India Equity,India,1,0,,9/4/2020
INDIA GROWTH ,Acc,US Dollar,L5073X121,LU0086551628,Alliance Bernstein, I,1.53,EAA Fund India Equity,Equity,India Equity,India,2,0,,9/4/2020
AMUNDI FUNDS SBI FM INDIA EQUITY,Acc,US Dollar,L2019N382,LU0236501697,Amundi Pioneer,A USD,3.02,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
AMUNDI FUNDS SBI FM INDIA EQUITY,Inc,US Dollar,L2019N325,LU0236502158,Amundi Pioneer,A USD,3.61,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
AMUNDI FUNDS SBI FM INDIA EQUITY,Acc,US Dollar,L02195821,LU0557865937,Amundi Pioneer,F2 USD,4.03,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
AMUNDI FUNDS SBI FM INDIA EQUITY,Acc,US Dollar,L2019N358,LU0236502315,Amundi Pioneer,G USD,3.3,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
AMUNDI FUNDS SBI FM INDIA EQUITY,Acc,US Dollar,L2019N366,LU0236502588,Amundi Pioneer,I USD,2.4,EAA Fund India Equity,Equity,India Equity,India,4,0,,9/4/2020
AMUNDI FUNDS SBI FM INDIA EQUITY,Inc,US Dollar,L2019N374,LU0236502661,Amundi Pioneer,I USD,1.17,EAA Fund India Equity,Equity,India Equity,India,,0,,9/4/2020
BGF India Fund,Acc,US Dollar,L1R49K187,LU0724618193,Blackrock,Class D2,1.21,EAA Fund India Equity,Equity,India Equity,India,4,0,,9/4/2020
BGF India Fund,Acc,US Dollar,L1049J478,LU0248424524,Blackrock,Class C2,3.21,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
BGF India Fund,Acc,US Dollar,L1049J452,LU0248272758,Blackrock,Class A2,1.96,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
Franklin India Fund,Acc,US Dollar,L4058X792,LU0231203729,Franklin Templeton,A(acc)USD,1.87,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
Franklin India Fund,Acc,US Dollar,L4058X818,LU0231204453,Franklin Templeton,C(acc)USD,2.45,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
Franklin India Fund,Acc,US Dollar,L4058X800,LU0231204966,Franklin Templeton,N(acc)USD,2.62,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
JPM India A (acc)  USD,Acc,US Dollar,L5780X737,LU0210527015,JP Morgan Asset Management,A,1.8,EAA Fund India Equity,Equity,India Equity,India,2,0,,9/4/2020
JPM India C (acc)  USD,Acc,US Dollar,L39438830,LU0129486386,JP Morgan Asset Management,C,0.95,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
JPM India D (acc)  USD,Acc,US Dollar,L57812486,LU0117881739,JP Morgan Asset Management,D,2.6,EAA Fund India Equity,Equity,India Equity,India,2,0,,9/4/2020
Jupiter India Select  Class D USD Acc,Acc,US Dollar,L5S84M783,LU0946219929,Jupiter Funds,D,0.95,EAA Fund India Equity,Equity,India Equity,India,2,0,,9/4/2020
Indian Equity Fund,Acc,US Dollar,L65225838,LU0266115632,Morgan Stanley,A,1.92,EAA Fund India Equity,Equity,India Equity,India,2,0,,9/4/2020
Indian Equity Fund,Acc,US Dollar,L65225861,LU0266116010,Morgan Stanley,I,1.02,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
Indian Equity Fund,Acc,US Dollar,L65227529,LU0360485733,Morgan Stanley,Z,0.99,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
PictetIndia IndexI USD,Acc,US Dollar,L757A1652,LU0625738215,PICTET (ONLY FOR ADVISORY ACCTS),I USD,0.42,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
PictetIndia IndexIS USD,Acc,US Dollar,L757A1686,LU0625738488,PICTET (ONLY FOR ADVISORY ACCTS),IS USD,0.42,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
PictetIndia IndexP USD,Acc,US Dollar,L757A1645,LU0625738561,PICTET (ONLY FOR ADVISORY ACCTS),P USD,0.67,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
PictetIndia IndexR USD,Acc,US Dollar,L757A1629,LU0625739023,PICTET (ONLY FOR ADVISORY ACCTS),R USD,0.92,EAA Fund India Equity,Equity,India Equity,India,3,0,,9/4/2020
PictetIndian EquitiesI USD,Acc,US Dollar,L7598P310,LU0180457029,PICTET (ONLY FOR ADVISORY ACCTS),I USD,1.05,EAA Fund India Equity,Equity,India Equity,India,4,4.3269,,9/4/2020
PictetIndian EquitiesP dy USD,Inc,US Dollar,L7598P674,LU0208610534,PICTET (ONLY FOR ADVISORY ACCTS),P dy USD,1.76,EAA Fund India Equity,Equity,India Equity,India,4,4.3269,,9/4/2020
PictetIndian EquitiesP USD,Acc,US Dollar,L7597L203,LU0070964530,PICTET (ONLY FOR ADVISORY ACCTS),P USD,1.76,EAA Fund India Equity,Equity,India Equity,India,4,4.3269,,9/4/2020
PictetIndian EquitiesR USD,Acc,US Dollar,L7598P278,LU0177113007,PICTET (ONLY FOR ADVISORY ACCTS),R USD,2.36,EAA Fund India Equity,Equity,India Equity,India,3,4.3269,,9/4/2020
PineBridge Global Funds  PineBridge India Equity Fund ,Acc,US Dollar,G0154B284,IE00B0JY6M65,Pinebridge Investments,Class A,2.05,EAA Fund India Equity,Equity,India Equity,India,4,0,,9/4/2020
PineBridge Global Funds  PineBridge India Equity Fund ,Acc,US Dollar,G7S13Z550,IE00B0JY6L58,Pinebridge Investments,Class Y,1.25,EAA Fund India Equity,Equity,India Equity,India,4,0,,9/4/2020
Robeco Indian Equities Fund  D (USD)    ,Acc,US Dollar,L79846249,LU0571488617,ROBECO,,1.81,EAA Fund India Equity,Equity,India Equity,India,4,,,9/4/2020
Robeco Indian Equities Fund  I (USD)    ,Acc,US Dollar,L798L4716,LU0944707735,ROBECO,,0.1,EAA Fund India Equity,Equity,India Equity,India,,,,9/4/2020
Robeco Indian Equities Fund  M (USD)    ,Acc,US Dollar,L7984F306,LU1117477338,ROBECO,,2.24,EAA Fund India Equity,Equity,India Equity,India,,,,9/4/2020
Indian Equity,Acc,US Dollar,L8146H123,LU0264411371,Schroders,A1 Acc USD,2.45,EAA Fund India Equity,Equity,India Equity,India,3,0,0,9/4/2020
Indian Equity,Acc,US Dollar,L8146H156,LU0264410720,Schroders,B (alt C) Acc USD,2.55,EAA Fund India Equity,Equity,India Equity,India,3,0,0,9/4/2020
Indian Equity,Acc,US Dollar,L8146H131,LU0264410993,Schroders,C (inst) Acc USD,1.37,EAA Fund India Equity,Equity,India Equity,India,4,0,0,9/4/2020
Matthews Japan Fund,Acc,US Dollar,L6263Q 793,LU1220257130,Matthews Asia,IAccumulation,1.4,EAA Fund Japan FlexCap Equity,Equity,Japan Equity,Japan,3,0,,9/4/2020
Matthews Japan Fund,Acc,US Dollar,L6263Q 801,LU1220257304  ,Matthews Asia,AAccumulation,2,EAA Fund Japan FlexCap Equity,Equity,Japan Equity,Japan,3,0,,9/4/2020
Japanese Opportunities,Acc,Japanese Yen,L8146H180,LU0270818197,Schroders,A Acc JPY,1.85,EAA Fund Japan FlexCap Equity,Equity,Japan Equity,Japan,2,0,,9/4/2020
